id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
51903264c71bff1a, deletion discussion about the benefits and detriments of an australian bill of rights  hello  keiran osullivan  i wanted to let you know that there s a discussion about whether the benefits and detriments of an australian bill of rights should be deleted  your comments are welcome at  wikipedia articles for deletion the benefits and detriments of an australian bill of rights if you re new to the process  articles for deletion is a group discussion  not a vote that usually lasts seven days  if you need it  there is a guide on how to contribute  last but not least  you are highly encouraged to continue improving the article  just be sure not to remove the tag about the deletion nomination from the top  thanks  talk ,0.0,0.0,0.0,0.0,0.0,0.0
9de1bc92341d5540,shame  what is it now  more people coming to attack me intentionally  what i mean is not revert on his talk page  do you have problems with your eyes  huh  i mean is that he reverts more than three times on the a page ,0.0,0.0,0.0,0.0,0.0,0.0
fd3086a07233fde1, thanks for mentioning to me about this article  i completely forgot to update and work on it  i don t object at all  i think it s a good idea  the inclusion exclusion on the article is also pov  we should try and avoid that  finding the asiatic portion population only might present a challenge  i haven t found any sources that has done so  the closest thing i can come up with is to add the populations of smaller administrative units such as a province that are in the asiatic portion  but they could be in different continents as well  talk ,0.0,0.0,0.0,0.0,0.0,0.0
fcba30ef03abceb7,hey are you an idiot i made all correct changes and you removed them ,0.0,1.0,0.0,1.0,0.0,1.0
e1c3d9ad6a93c846,i do apologize once more to you for my unkind insult  as is traditional among irish americans in boston on saint patrick s day  i got myself rather seriously intoxicated that evening  which is a lousy excuse as i edit drunk not all that infrequently  but having suffered an unexpected and tragic death in my family on monday  i was additionally distressed and upset more than i had fully realized  as such  i beg you not to take my lashing out personally  as i was simply suffering an incoherent rage which could have ended up being directed at anyone  again  i am deeply sorry talk,0.0,0.0,0.0,0.0,0.0,0.0
b4fc0d4cc38a81c9,well  sana reported that syrian military has already been established in raqqah after air strikes killed hundreds of rebel terrorists  you can  trans late the website from google  trans late so you can see for yourself  i would think the government would be more fair about the casualty tolls and results of battles because well its the government not the western backed fsa terrorists mercenaries who lie about everything  like really they claim to have killed what syrian soldiers and lost only in their ranks  sana doesen t work with terrorists officials claims of that but actually the military which i would think is more reliable source  even sohr admitted that their terrorists friends overexaggerate about their gains on the battlefield and how many terrorists they lost  keeping this battle as seperate than maart al nu man is fine with me  also your edit on the battle of aguelhok of soldiers killed is an estimate number but the exact number is killed according to  source  ,0.0,0.0,0.0,0.0,0.0,0.0
09888e863be7d1a9,i m going to glad you did do a block in the first place though ,0.0,0.0,0.0,0.0,0.0,0.0
72d47c9680cf5488,  deadly radiation may cause human extinction ,0.0,0.0,0.0,0.0,0.0,0.0
1574a6cedabe9ccb,brian s british brainchild given the profound global influence of brian gamlin s dartboard design on the game  perhaps he requires his own page  as a matter of urgency  as the personal historical data recedes unlike the link on the matter  the article doesn t give due credit to the role of the advent of mass production in the standardisation of the gamlin layout  nor that of the capital city of gamlin s country of origin london board the united kingdom  the latter global fount of game standardisation perhaps also deserving a specific mention ,0.0,0.0,0.0,0.0,0.0,0.0
996b28c0bd215c96,i have also just reverted the article to the previous  less spammy  less gushing  version before your recent edits  please take a look at wp spam and wp tone  if you are connected to the subject  please also read wp coi  ,0.0,0.0,0.0,0.0,0.0,0.0
61f09d08b7a964a0, i only edited my on page with sjk because i couldnt think of anything else to write  please unblock me  i understand the rules now  ,0.0,0.0,0.0,0.0,0.0,0.0
e1e6afd8dc00742b,you are  block  from editing wikipedia thought the jahmarley wright  actor  page was good so i  block  you from editing forever  ,0.0,0.0,0.0,0.0,0.0,0.0
616440bd86e1ad13, wrong focus i m new here  but it seems to me that this page  as it now reads  is about ihd cad  to the exclusion of the remainder of cardiovascular disease while it may be true that the term is usually used to refer to those  diseases  related to atherosclerosis  arterial disease i would suggest that this is careless usage  to which this page need not subscribe  so how should the article be structured  i d say look to the table of contents of a textbook of cv disease for a model  with the change that i would pull out all atherosclerotic vascular disease into its own section  with links in the relevant anatomic regions other headings might include congenital heart disease  valvular heart disease  cardiomyopathies  dysrhythmias and conduction abnormalities  diseases of the coronary arteries  diseases of the pericardium  diseases of the aorta and great vessels  brachiocephalic and cerebrovascular disease  other peripheral vascular disease  arteritides  systemic hypertension  thrombosis and embolic disease  other venous system disease  diseases of the pulmonary vasculature  and heart failure and  trans plantation  some discussion of cardiovascular anatomy  physiology diagnosis  and therapy would also be germane  although each of these would basically be a definition with a link to its own page  i think the result would be to give the reader a better picture of the vast scope of cardiovascular disease  ,0.0,0.0,0.0,0.0,0.0,0.0
13c7b1d2218c2b86,star wars edits hey mil  i ve recently noticed you have made loads of star wars edits  i know you already have a star wars barnstar  but i ll give you a different star wars reward  user b wing,0.0,0.0,0.0,0.0,0.0,0.0
12709c396342d15e, the gang gets rape  an episode with this title is mentioned in the article  but not in the list of episodes  what s this about ,0.0,0.0,0.0,0.0,0.0,0.0
0a44ea0fe5037f87, removing wikilinks stop doing it  talk to me  ,0.0,0.0,0.0,0.0,0.0,0.0
d7db1c61884cda95,redirect talk dna repair protein xrcc ,0.0,0.0,0.0,0.0,0.0,0.0
065239fdba699113,as per wp  name conventions ,0.0,0.0,0.0,0.0,0.0,0.0
167c4813c11729ab,  july utc ,0.0,0.0,0.0,0.0,0.0,0.0
b47218832e890819, please do not vandalize pages  as you did with this edit to oompa loompa  if you continue to do so  you will be  block  from editing fax  ,0.0,0.0,0.0,0.0,0.0,0.0
79b22565d9105082,file southern rhodesia scout badge png  newer version that just says rhodesia  but with the fleur de lis like file swaziland ssa svg  please do not overwrite the original on this one is like this one ok  file the boy scouts association of rhodesia png perfect  beautiful  thank you so much ,0.0,0.0,0.0,0.0,0.0,0.0
3b444880541c3819, january ,0.0,0.0,0.0,0.0,0.0,0.0
f16193d120a02251,please stop your vandalism ,0.0,0.0,0.0,0.0,0.0,0.0
e11ee7e3dcfd8e42,nope  not going to stop editing it  i m not breaking any rules and if you try anything  i will report you to the admins ,0.0,0.0,0.0,0.0,0.0,0.0
0eb85f3cbbc037fe, question about lede was this house the largest private residence in the city or just on the north side if the former  there should be a comma bewteen illinois and located  ,0.0,0.0,0.0,0.0,0.0,0.0
81865ec67d72d47d,  i ve changed this to emigrated or were expelled which closely follows the wording in the article linked to jew ish exodus from arab lands  that article would seem a more logical place to seek wording than a treatment of nakba  to suggest that the same sort of wording should be used for two different events without any rationale is a bit peculiar  however  it s clearly true that many of these jew s did flee perhaps there is some better way of phrasing it  without sacrificing accuracy  i agree with the commenting out of the speculative sentences about illegal immigrants  talk  ,0.0,0.0,0.0,0.0,0.0,0.0
9dd6016b8cce87d1,ty for the fyi  i am always willing to give someone advice just on the off chance they were making  multiple  honest mistakes ,0.0,0.0,0.0,0.0,0.0,0.0
8e90c7493f376137,heliocentrism  geocentrism  etc  the whole section on the various models of the solar system proposed throughout history seems to me a bit tangential and too detailed for this article after all  the heliocentrism and geocentrism articles exist for this very reason going into the details of who came up with what is a little much  and no effort is made to connect the various models to the observation of mars itself  it might thus be a good idea to prune the section down to essentials  and relate to mars specifically ,0.0,0.0,0.0,0.0,0.0,0.0
cf91cf4df80db8dd,long wave  because of the long wavelength  needs impractically large antennas to broadcast with any reasonable efficiency  the tallest ever man made structure before the burj khalifa was a longwave  trans mitter  warsaw radio mast  its ground wave range is also relatively long compared to medium wave  which means that the  trans missions will reach out over a much wider area km is not unusual that may sound like an advantage  but at such low frequencies  bandwidth is at a premium  so the longwave band has to be rather small  it s just over khz wide in europe combine those two effects  and and what happens is that a single medium powered  trans mitter will swamp a very large area  making that frequency unusable to anyone else  and taking away almost of the available frequency space within that wide area  so the longwave band is good purely from a  trans mission effectiveness point of view  if you ignore lightning interference  but it doesn t work too well on a economical commercial level  this is one of the reasons the fm band was moved from mhz to its modern place after ww the higher frequencies are much more strongly localised to one area  so there is room for a lot more stations in a given space and stations can cater more easily to smaller  local audiences  which keeps costs down and attracts more people  a longwave  trans mitter for a single large city is silly  but for vhf it works ,0.0,0.0,0.0,0.0,0.0,0.0
30902e3af937ba6c,apologies  this is the first time i ve intervened on a wikipedia talk page and i m not an expert on how it all works  so thanks for the tips  however  i really don t have a chip on my shoulder  i m just concerned about the many more women newly diagnosed with bc who will chance upon this photo in the meantime  it seems to me that the discussion of the past few days has established a certain consensus  but per your instructions i ll keep checking in to read further points of view  including that of jmh ,0.0,0.0,0.0,0.0,0.0,0.0
bb9a5b599795d4d4, please stop  if you continue to use wikipedia for advertising  you will be  block  from editing ,0.0,0.0,0.0,0.0,0.0,0.0
a6dac0c08f08e18d,of course you don t  because you are i assume from the us there is the popular belief that the us is the internet while not true  there is also some merit to the argument  especially given that this is the english wikipedia and such accents don t exist in english i suggest a straw poll  powwow ,0.0,0.0,0.0,0.0,0.0,0.0
a47be406b7404b8d,  jayron  you seem to misinterpreting my posts  i d recommend reading them again  as it s clear you don t seem to understand my main point  no where in any of my previous posts did i oppose the idea that i was being involved in an edit war or ask that my unblocking be reverted  i asked for you to explain the differences  if any  in my actions and those of subseven s  who essentially did the same thing as me  reverted posts  without any attempt at resolving the dispute via a talk page  first you said you weren t edit warring  i challenge you to find a quote that clearly shows me saying that i wasn t edit warring not a very good reader  are you  jayron  ,0.0,0.0,0.0,0.0,0.0,0.0
73c462e6b5fc8a07, wah wah wah  the authority rises to your head  outside of this little world you made for yourself you are a weak nobody  remember that  burn it into your little brain  a nobody  ,0.0,0.0,0.0,0.0,0.0,0.0
ca159a1790808b7d,i am really confused  it said this page was going to have evidence about why i was preminantly  block  from editing  but it s cheesecake instead  why was i  block  because of cheesecake  please tell me,0.0,0.0,0.0,0.0,0.0,0.0
ea8358f9ecd55148, concerning one point of disagreement concerning policy formulation in the above discussion  i would suggest that the normal approach is  yes  knowing something to be untrue  is generally accepted as a reason to tag or remove material  in fact  the extreme argument  which i do not have much sympathy with  is that questioning un sourced material is always acceptable  no matter what the intention but then people generally add some proviso when arguing this extreme version  such as except when we are talking about obvious behavior issues trying to formulate what less extreme people think  i would say that believing something to be unlikely to be something that people could come to a consensus about being true is a valid reason for tagging or removing material  this is perfectly consistent with our real way of working  verifiability  the ability to confirm that something is what rational people could agree to be true  is our threshold for inclusion  but not personal opinions about what is true  ,0.0,0.0,0.0,0.0,0.0,0.0
55c609cadd17bad9, i do not have a personal connection  either by family  descent  or religion  with the people and places i write about in wikipedia  i believe you  thousands wouldn t  ,0.0,0.0,0.0,0.0,0.0,0.0
a32988e68760475e,state of things aka the  am i the only one who still cares edition the deletion discussion is now swinging rapidly in favor of delete with many of the keep votes wanting a replacement  would it be possible to use google  trans late audio to create a replacement  a quick search tells me that  no one knows  the two offers to record replacement files have been all that i ve come to expect after years on this site  namely that nothing has been done  i reached out to the original uploader of the file  highlighting the debate on both sides and the need for a replacement file  maybe we can get lucky and the only bhutanese on english wiki will do the replacement too ,0.0,0.0,0.0,0.0,0.0,0.0
745813db5b1c0295,from diplomat  federal officers of federal plaza ny division  and scotland yards of the london district  spource of further reference ussa world politics at http likadiplomat wordpress com ,0.0,0.0,0.0,0.0,0.0,0.0
97b53f852bad859b, speedy deletion of murder manifest  a tag has been placed on murder manifest requesting that it be speedily deleted from wikipedia  this has been done under section a  of the criteria for speedy deletion  because the article appears to be about a band  but it does not indicate how or why the subject is notable  that is  why an article about that subject should be included in an encyclopedia  under the criteria for speedy deletion  articles that do not indicate the subject s importance or significance may be deleted at any time  please see the guidelines for what is generally accepted as notable  as well as our subject specific notability guideline for musical topics  if you think that this notice was placed here in error  you may contest the deletion by adding  to the top of the page  just below the existing speedy deletion or db tag coupled with adding a note on the article s talk page explaining your position  but be aware that once tagged for speedy deletion  if the article meets the criterion it may be deleted without delay  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would would render it more in conformance with wikipedia s policies and guidelines  ,0.0,0.0,0.0,0.0,0.0,0.0
340fae7de6da7f20, possible issue  one weird question  the old rumor about the last line of eoe came out as true  and in a rather disturbing interview  the line was supposed to be i d never want to be killed by you of all men  absolutely not  but was changed to disgusting after a question from anno  the situation as commented by miyamura  voice of asuka  is at last anno asked me  miyamura  just imagine you are sleeping in your bed and a stranger sneaks into your room  he can rape you anytime as you are asleep but he doesn t  instead  he masturbates looking at you  when you wake up and know what he did to you  what do you think you would say i had been thinking he was a strange man  but at that moment i felt disgusting  so i told him that i thought disgusting and then he sighed and said thought as much  he said  i thought as much  original text mirror  archived  now here s the situation  this actually is a very simple analysis one which i am sure even wikipedia would allow  but it is of a bit questionable nature  in end of evangelion  shinji sees asuka in the hospital  ends up revealing her body and masturbates to her  asuka who returns after the third impact  questionable prior death notwithstanding  makes the comment disgusting when she is laying beside shinji  would simply stating the information as presented be acceptable for the meaning of asuka s final line  the meaning is so obvious that it is not a synth  ,0.0,0.0,0.0,0.0,0.0,0.0
4701ba50ae9b5cd7,founder of the green party of california  initiator of the federation of green parties of the americas and green candidate for state and federal senate seats in and ,0.0,0.0,0.0,0.0,0.0,0.0
2a4bf32c381d40a7,thanks thanks pyrofork i have my account now and should have no more ip problems,0.0,0.0,0.0,0.0,0.0,0.0
23e23d859ed1eec6, december utc not only that but lies and inaccuracies and leftist propaganda has been allowed to sit here for months it s only a  problem when a conservative american starts hitting back methinks thou art showing thy true color  gamy  baby ,0.0,0.0,0.0,0.0,0.0,0.0
4f76fced4d490f3d,great  so what s next ,0.0,0.0,0.0,0.0,0.0,0.0
f7e745e0132561a3,yeah  you re right as well  it s the best pain in the ass thing for the music articles  thanks for responding by the way ,0.0,0.0,0.0,0.0,0.0,0.0
2dccfc6bad04c957,i have reverted the removal of the information that newman attended university at an early age as the information should stay in the article unless there is a consensus to the contrary  per wp brd ,0.0,0.0,0.0,0.0,0.0,0.0
8c17bd4a769e09d1, do i have to  it s good  hearmylustyroars ,0.0,0.0,0.0,0.0,0.0,0.0
9e33ff6ea7d00152, speedy deletion of mahur malie and masahet a tag has been placed on mahur malie and masahet  requesting that it be speedily deleted from wikipedia  this has been done under section a  of the criteria for speedy deletion  because it is a very short article providing little or no context to the reader  please see wikipedia stub for our minimum information standards for short articles  also please note that articles must be on notable subjects and should provide references to reliable sources that verify their content  if you think that this notice was placed here in error  you may contest the deletion by adding  to the top of the article  just below the existing speedy deletion or db tag coupled with adding a note on the article s talk page explaining your position  but be aware that once tagged for speedy deletion  if the article meets the criterion it may be deleted without delay  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would would render it more in conformance with wikipedia s policies and guidelines  ,0.0,0.0,0.0,0.0,0.0,0.0
f6e997cabfc43932, pictures and copyright hey i really appreciate the excellent work you have done expanding cuisine of cambodia  the article looks much better now than it did a couple of weeks ago  i just wanted to tell you a couple of things  the beautiful image of num bachok  that you have been trying to add to the article is taken from this site if you look at the bottom of that page  you can see the the website is copyright  this means that wikipedia cannot use the image in the encyclopedia without getting in trouble  if you have a picture of num bachok that you have taken and would like to allow wikipedia to use freely you can upload it here then see wikipedia picture tutorial for instructions on how to add your image to the article the second thing is that i ve edited out two lines from the article about people in phnom penh  your text said many of the khmers who knew how to cook authentic khmer cuisine before the civil war were killed during the khmer rouge regime  very few cambodians know how to cook real khmer cuisine  if you visit phnom penh today  the khmer  food  now tastes more like thai because the people of phnom penh came from refugee camps so did not know the real features of authentic of khmer cuisine  the first part maybe true because so many people were killed during the kr regime  however  the next two lines are only an opinion  and probably not true  so  i have removed them  if you can find a reliable source that says those things then you should add the text back to the article with a reference to the source thanks again for expanding the article with so much good information about tasty khmer food i love it too  ,0.0,0.0,0.0,0.0,0.0,0.0
0ad9a536156bff82, the band s legacy  beggar s banquet  etc  an anonymous user is repeatedly misreading the guardian source and insisting on adding a dubious tag to it here s the direct quote the spark for fairport taking this watershed turn was the band s album music from big pink  the record that along with bob dylan and the band s basement tapes bootleg brought about a widespread musical volte face  in which what remained of psychedelia was replaced by a new rootsiness  among the rock aristocracy  its influence was evident in the beatles  ill fated back to basics project let it be  the rolling stones  purple patch that began with beggars banquet  and eric clapton s decision to call time on cream the anonymous user takes issue with this statement  claiming that music from big pink could not have influenced beggar s banquet because of chronology  i e that the stones were almost done recording the album when big pink came out but  read the statement  it does not say that it influenced the recording of banquet  but the purple patch that began with etc this seems clear to me i would like to hear some other editor s opinions on this matter thefortyfive  ,0.0,0.0,0.0,0.0,0.0,0.0
afa81a96cb59fea1,why don t you go back to turkey if it is so fantastic you are a mongol and racist people who have murdered more people than the germans and japanese combined it was a good day getting to see your talks suspended man  how nasty to be a turk and a lawyer hah ,0.0,0.0,0.0,1.0,1.0,1.0
0f7bccda8b897335,hi there were not that many wars in north america so i think any reasonable military actions should be included such as battles  rebellions and skirmishes etc  cordially,0.0,0.0,0.0,0.0,0.0,0.0
377ff5f8b6c03f17,malta is an arab why are people lying  it is not an italy thank you very  cunt ing much ,0.0,1.0,0.0,1.0,0.0,1.0
925e934f7d73d4f5,naughty boy  i know what you ve been up to go for it my son ,0.0,0.0,0.0,0.0,0.0,0.0
a668b80d3a209eaa,did somebody a say my name ,0.0,0.0,0.0,0.0,0.0,0.0
62626fb5b82a63a3,revert wars  i knew it was going to happen i have no objection to secondary and tertiary entries so long as i don t have to guard the thing against vandalism aiming to nerf the entry down to flavorless  factless nothingness ,0.0,0.0,0.0,0.0,0.0,0.0
56b770a042b8d1e5, paralympic games spain s wheelchair basketball competitors hello  i was cleaning out the sportspeople stubs category  i found a few articles that you created  including manuel berzal burgos and manuel rodriguez navarro  i moved them to spanish paralympic medalist stubs  however  i found that spain came in fourth  not third  that means these articles refernces are inaccurate and i thought you would like to help fix them ,0.0,0.0,0.0,0.0,0.0,0.0
c7fe29cd47bfb599, midway turning point in my view  if there was a turning point in the war on japan  midway has to be it  while the japanese had been stopped at coral sea  they still had the initiative  they could still choose where and when to attack  and the allies had to react  but not after midway  it was  after all  they that launched the midway aleutians operation  and they that were then rocked back on their heels  and they that fled afterward  it was they that had lost of their big  fast carriers  and the carrier was to the war in the pacific what the ballistic missile was to the cold war  somewhere above someone argues that the remainder of the japanese fleet was still a formidable force  but that is nonsense  all that force could do would be to sail out and get sunk by a carrier equipped us navy far from being merely a tactical victory  it changed the whole complexion of the war  now  while they did attempt some more offensive action  notably by trying to take port moresby  again  this time over land via the kokoda trail in the  nd half of this was all relatively minor  designed to strengthen their defensive positions not to conquer  and was  ultimately almost all unsuccessful  they never again tried the kind of massive  seaborne  combined arms operation that had swept them across most of the pacific in a just a few months  then just months after midway the us landed on guadalcanal  and clearly the initiative was ours  and japan was in defensive mode  thus the guadalcanal campaign can t be considered the actual turning point either by then the us was clearly on the attack i don t think the argument that there is no turning point because japan could never have ultimately  won  the pacific war works out either  japanese planners did know that they could not win a long war militarily but that was not their plan  strategically their plans went something like start the war from as superior a position as possible  hence pearl harbor race across the pacific  seizing resources and territory before the us could gear up for war attain as defensible a position as possible  hence the kokoda trail offensive and takeover of the solomons  and dig in let the us grind itself down against near impregnable fortresses win a favorable peace settlement when the us tires itself out throwing itself against their defenses but they failed at when they didn t sink the us carriers at pearl harbor  and only months later midway signalled the early end of by the failure to take port moresby  they also failed at part of they had some hope to succeed at when the bloody costs of both tarawa and buna gona became known  us public opinion was shaken  even as late as many americans found the though of the casualties invading japan would cost to be appalling so  my conclusion is that midway was  the  turning point in the pacific  i realize this whole idea of a turning point is rather subjective  but i really think if there was one in the south pacific  it has to be midway  ferrocephalus  talk ,0.0,0.0,0.0,0.0,0.0,0.0
8f793ec08f5d3563,  i am afraid the article illegal emigration is dangerously misguided  staring from the confusion of emigration and travel abroad  i will try to put some sense to it  inlcuding info about soviet emigration travel laws  at the same time  soviet union is more associated with the notion of defection  mikka  ,0.0,0.0,0.0,0.0,0.0,0.0
c2f8438b00843959,  just noticed you took the sex magic in see also off neopaganism  as well  and said that neopaganism may or may not include it that s one reason for a see also list  topics not fully covered in the text but related  available for those who want to link through  this removal may be stretching it  don t you think  i won t put it back  but would like a full discussion  on the wicca page  thanks again  ,0.0,0.0,0.0,0.0,0.0,0.0
4ccb35a2ac7be8fc, hi joel  done already  moral identity is defined as a set of principles that guide an individual s behaviors and decision making  moral identity serves as a self regulated mechanism in assisting an individual to act ethically in a given situation  lynn  could you provide reference to these sentences ,0.0,0.0,0.0,0.0,0.0,0.0
b0a5f81b79f5d459,jimmy tressel locker room orgy the fact that you prefer to pretend like this event never occurred does not make it vandalism  you should be ashamed of yourself for continuing to revert edits that reflect facts ,0.0,0.0,0.0,0.0,0.0,1.0
502824d95c70a74b,  i can t say i m surprised  but madison is white while that number for the us as a whole is i don t need to hear about how liberal and open minded anywhere that has such a small non white population is not to mention that whenever crime waves break out they always claim it to be spillover from milwaukee and chicago  which are of course home to large black hispanic populations nevermind that they have a planned riot every freakin  year only a town full of rich white people could get away with that  ,0.0,0.0,0.0,0.0,0.0,0.0
4a6d5d3bd40ddbd3,oh  an unnamed admin  ok  no prob ,0.0,0.0,0.0,0.0,0.0,0.0
a6ce18859511fe1b,arbitration case blow by blow accounts of a war are not bias ,0.0,0.0,0.0,0.0,0.0,0.0
551fa33662c595c3, it takes two to battle a certain page keeps disappearing mysteriously  while a certain  that mocks us wikiplebians stays up why because carnildo is one of you while micoolio is one of us so much for a free encyclopedia i m disappointed  i didn t think you were one of them  talk  c  ,0.0,0.0,0.0,0.0,0.0,0.0
f1a4ab3b611c04aa, great  that would do  ,0.0,0.0,0.0,0.0,0.0,0.0
475271fdf274b0a4, bus servicedestinationfrequencyjourney timetimtable hampstead heath to pimlico minutes minutes hours chalk farm to turnham green minutes minutes hours trafalgar square to wood green minutes minutes am am shepherd s bush green minutes minutes am am farringdon street to lancaster gate minutes minutes am am clapham common minutes minutes hours north finchley to tottenham court road minutes minutes hours hampstead heath to old kent road highgate village to liverpool street minutes minutes hours euston to hackney central minutes minutes am am islington to lancaster gate minutes minutes hours c  oxford circus to parliament hill fields minutes minutes hours  cash not taken on route pay before you board  ,0.0,0.0,0.0,0.0,0.0,0.0
4375cf52c60f8a95,ok  i understand  but can you please ask ghostrider to come and explain what i said ghostrider has  block  me on swedish wikipedia and i want to talk to him  please ask him to answer that i said ,0.0,0.0,0.0,0.0,0.0,0.0
